|,,,,,,,,,,,,,,,,,,,,,,,,,,MNAVA,,,LGONZALEZ,MORTEGA,JPEREZ,ARUIZ,SITURBE,IRUIZ,MVIZCAYA,NESTRADA,,TIPO DE MEMBRESÍAS,,,,,,,,,,,,
,CONCENTRADO DE VENTAS GLOBAL,,,,,,,,,,,,,,,,,TIPO DE MEMBRESÍAS,,,,,,,,"$820,550.00",,,"$542,656.00","$1,178,636.00","$685,807.40","$600,950.00","$788,059.00","$712,450.00","$14,240.00","$120,806.00",,BASICA,,EMPRENDEDOR,,,PREMIER,SIEM,,,,,,
40,,2,11/2/2026,12/2/2025,,AF-6601,,13029,PINTURAS SUQRO,,,$300.00,Efe,1,,JPEREZ,SIEM, ,$300.00,"AV TLACOTE #997, COL. PRIV. STA ELENA. 76177",FEB,PSV181206533,facturas.suqro@gmail.com,,4424899743,FERNANDO SALDIVAR,,,COMERCIO,VENTA DE PINTURAS,,,,,,,,,,,,,afiliado,,,,,,,
41,,2,12/2/2026,13/2/2025,,AF-6650,,13030,COLEGIO MEDINBURGH,,,$990.00,Efe,1,,JPEREZ,MEMBRESIA,MEMBRESIA SIEM,$990.00,"AV PEÑUELAS #204, COL. PEÑUELAS. 76148",FEB,CEQ120829DG4,facturacion@edinburgh.mx,,4422460270,PAULINA RESENDIZ,,,SERVICIOS,SERVICIOS EDUCATIVOS,,,,,,,,,,,,,afiliado,,,,,,,
42,,2,12/2/2026,13/2/2025,,AF-6651,,13031,COLEGIO MEDINBURGH,,,$495.00,Efe,,1,JPEREZ,SIEM, ,$495.00,"AV SOMBRERETE #2061, COL. DESARROLLO CENTRO NTE. 76148",FEB,CEQ120829DG4,facturacion@edinburgh.mx,,4422460270,PAULINA RESENDIZ,,,SERVICIOS,SERVICIOS EDUCATIVOS,,,,,,,,,,,,,afiliado,,,,,,,
43,,2,12/2/2026,13/2/2025,,PG-488,,13032,JOSE JAVIER ORTEGA PEREZ,,,$300.00,Efe,1,,JPEREZ,SIEM, ,$300.00,"AV PEÑUELAS #19 LOCAL 16, FRACC. IND. SAN PEDRITO PEÑUELAS. 76148",FEB,OEPJ8912037R0,almacen89queretaro@gmail.com,,4461520001,LUZ PEREZ RODRIGUEZ,,,COMERCIO,VENTA DE MUEBLES,,,,,,,,,,,,,afiliado,,,,,,,
44,,2,12/2/2026,13/2/2025,,AF-6649,,13033,GRUPO MAZA INTERNACIONAL,,,$640.00,Efe,1,,JPEREZ,SIEM, ,$640.00,"AV EPIGMENIO GONZALEZ #102 INT. A, COL. LOS MOLINOS. 76150",FEB,CAR960214TE3,cristina_aguayo@grupo maza.com.mx,,4461448396,MA CRISTINA AGUAYO,,,COMERCIO,COMERCIO POR MENOR DE LLANTAS,,,,,,,,,,,,,afiliado,,,,,,,
45,,2,13/2/2026,14/2/2025,,AF-6652,,15837,ANA LAURA MUJICA JONGUITUD,,,"$1,850.00",Efe,1,,JPEREZ,MEMBRESIA,BASICA,"$1,850.00","PLAZA SAN JUAN DE LETRA #106 INT. A, PLAZAS DEL SOL. 76099",FEB,MUJA680616T67,amelia.miguel@hotmail.com,,4424935330,AMELIA DE JESUS,,,COMERCIO,POLLO FRESCO,,,SUC. PLAZAS DEL SOL,,,,,,,,,,afiliado,,,,,,,
46,,2,13/2/2026,14/2/2025,,AF-6653,,15386,ANA LAURA MUJICA JONGUITUD,,,$100.00,Efe,1,,JPEREZ,SIEM, ,$100.00,PRIV. PATEUR #15 COL. MERCURIO. 76099,FEB,MUJA680616T67,amelia.miguel@hotmail.com,,4424935330,AMELIA DE JESUS,,,COMERCIO,POLLO FRESCO,,,SUC. MERCURIO,,,,,,,,,,afiliado,,,,,,,
47,,2,13/2/2026,14/2/2025,,AF-6654,,15629,ANA LAURA MUJICA JONGUITUD,,,$100.00,Efe,1,,JPEREZ,SIEM, ,$100.00,"PLAZA CAPUCHINAS #627, COL. PLAZAS DEL SOL. 76099",FEB,MUJA680616T67,amelia.miguel@hotmail.com,,4424935330,AMELIA DE JESUS,,,COMERCIO,POLLO FRESCO,,,SUC. CAPUCHINAS,,,,,,,,,,afiliado,,,,,,,
48,,1,15/12/2025,16/12/2024,,AF-6118,,14305,INDUSTRIAS JOHN CRANE,,,"$3,200.00",Transf,1,,SITURBE,MEMBRESIA,EMPRENDEDOR,"$3,200.00","PONIENTE 152 #667 COL. INDUSTRIAL VALLEJO CDMX, 02300",DIC,IJC770601DW8,rodrigo.roque@johncrane.com,,4423178691,RODRIGO ROQUE,,,SERVICIOS,MANUFACTURA DE SELLOS MECANICOS,,,,,,,,,,,,,afiliado,,,,,,,
49,,2,4/2/2026,5/2/2025,,AF-6465,,15449,CONSUBANCO S.A INSTITUTION,,,$640.00,Transf,1,,SITURBE,SIEM, ,$640.00,"AV SANTA FE 94 TORRE C PISO 14, CDMX, 01210",FEB,BFS060308V14,fbarrios@masnomina.com.mx,,4422700861,,,,SERVICIOS,BANCA MULTIPLE,,,TORRE ORBITA OFICINA 16,,,,,,,,,,afiliado,,,,,,,
50,,2,10/2/2026,11/2/2025,,AF-6553,,15117,PIOVAN,,,$670.00,Transf,1,,SITURBE,SIEM, ,$670.00,"CARRETERA ESTATAL KM 431 #19 LOC 2, 76246",FEB,PME0404295Y2,varciga@piovan.com.mx,,4423430586,VICTOR MANUEL,,,SERVICIOS,DESARROLLO Y PRODUCCION DE SISTEMAS DE AUTOMATIZACION,,,"CARRETERA ESTATAL KM 431 #19 LOC 2, 76246",,,,,,,,,,afiliado,,,,,,,
51,,2,10/2/2026,11/2/2025,,AF-6549,,15113,AUTOPARTES JALAPA,,,$300.00,Efe,1,,SITURBE,SIEM, ,$300.00,"AV RIO CONSULADO #1498 INT 2, COL VALLEJO CDMX",FEB,AJA9812073P3,oscar.morales@gposa.com,,4424764445,OSCAR MORALES,,,COMERCIO,VENTA DE AUTOPARTES,,,"AV DE LA LUZ 152-A COL. SATELITE, 76110",,,,,,,,,,afiliado,,,,,,,
52,,2,10/2/2026,11/2/2025,,AF-6550,,15114,AUTOPARTES JALAPA,,,$300.00,Efe,1,,SITURBE,SIEM, ,$300.00,,,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
53,,2,10/2/2026,11/2/2025,,AF-6551,,15115,AUTOPARTES JALAPA,,,$300.00,Efe,1,,SITURBE,SIEM, ,$300.00,,,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
54,,2,25/9/2025,26/9/2024,,AF-5610,,12279,R.A FILTROS,,,"$2,990.00",Transf,1,,SITURBE,MEMBRESIA,EMPRENDEDOR,"$2,990.00","CALLE ACCESO IV EXT 31 BODEGA C, ZONA INDUSTRIAL BENITO JUAREZ, 76120",FEB,RFI1805222X7,contabilidades@rafiltros.com.mx,,4423817170,,,,SERVICIOS,FABRICACION DE FILTROS,,,"CALLE ACCESO IV EXT 31 BODEGA C, ZONA INDUSTRIAL BENITO JUAREZ, 76120",,,,,,,,,,afiliado,,,,,,,
55,,1,6/2/2026,7/2/2025,,AF-6510,,15433,MANUEL GOMEZ CANO2,,,"$1,850.00",Transf,,1,SITURBE,MEMBRESIA,BASICA,"$1,850.00","DE LAS TORRES #1010 COL VISTAS DEL CIMATARIO QRO, 76031",FEB,GACM430223AJ5,manuelgamezcano@yahoo.com.mx,,4422140155,MANUEL EL GAMEZ,,,COMERCIO,VENTA DE LUBRICANTES,,,"DE LAS TORRES #1010 COL VISTAS DEL CIMATARIO QRO, 76031",,,,,,,,,,afiliado,,,,,,,
56,,2,6/2/2026,7/2/2025,,AF-6511,,15432,MANUEL GOMEZ CANO,,,"$1,850.00",Transf,,1,SITURBE,MEMBRESIA,BASICA,"$1,850.00","FRAY FELIPE GALINDO #16, COL ARAGON QRO. 76040",FEB,GACM430223AJ5,manuelgamezcano@yahoo.com.mx,,4422140155,MANUEL EL GAMEZ,,,COMERCIO,VENTA DE LUBRICANTES,,,"FRAY FELIPE GALINDO #16, COL ARAGON QRO. 76040",,,,,,,,,,afiliado,,,,,,,
57,,2,6/2/2026,7/2/2025,,AF-6527,,15107,KAWATA MACHINERY,,,"$4,000.00",Transf,,1,SITURBE,MEMBRESIA,EMPRENDEDOR,"$4,000.00","LATERAL NORTE DE LA AUTOPISTA 57 MEX QRO. KM201+100 MOD. 4 EL CARMEN, 76246",FEB,,davila@kawata-mexico.com,,4423200095,DANNAE AVILA,,,COMERCIO,COMERCIALIZADORA,,,"LATERAL NORTE DE LA AUTOPISTA 57 MEX QRO. KM201+100 MOD. 4 EL CARMEN, 76246",,,,,,,,,,afiliado,,,,,,,
58,,2,3/2/2026,4/2/2025,,AF-6462,,15442,ELEMENTOS PREFABRICADOS LA CAÑADA,,,"$6,500.00",Transf,,1,SITURBE,MEMBRESIA,PYME,"$6,500.00","CALLE LLUVIA #16 PARQUE INDUSTRIAL, NORIA EL MARQUES QRO, 76246",FEB,,carolina@epca.com.mx,,4422235893,CAROLINA ext 1007,,,SERVICIOS,CEMENTERA,,,"CALLE LLUVIA #16 PARQUE INDUSTRIAL, NORIA EL MARQUES QRO, 76246",,,,,,,,,,afiliado,,,,,,,
59,,2,10/2/2026,11/2/2025,,AF-6557,,15119,ELLWOOD SPECIALTY,,,"$4,000.00",TD,,1,SITURBE,MEMBRESIA,EMPRENDEDOR,"$4,000.00","CARR ESTATAL 431 KM 2+200, PARQUE TECNOLOGICO INNOVACION, 76240",FEB,ESM130614SU3,achimal@elwd.com,,4611183091,AGUSTIN CHIMAL,,,SERVICIOS,PRODUCTOR DE METALES,,,"CARR ESTATAL 431 KM 2+200, PARQUE TECNOLOGICO INNOVACION, 76240",,,,,,,,,,afiliado,,,,,,,
60,,2,11/2/2026,12/2/2025,,AF-6579,,15123,BROTHER INTERNATIONAL DEL MEXICO,,,"$5,000.00",TD,,1,SITURBE,MEMBRESIA,PYME,"$5,000.00","AV. SANTA FE 428 SANTA FE CUAJIMALPA MORELOS, CDMX",FEB,BIM920922A53,jmendez@brother.com,,5662316509,JOHANNA MENDEZ,,,COMERCIO,VENTA DE PRODUCTOS DE IMPRESION Y ETIQUETADO,,,,,,,,,,,,,afiliado,,,,,,,
61,,2,11/2/2026,12/2/2025,,AF-6578,,15124,STARKEND TECHNOLOGIES,,,$640.00,Transf,,1,SITURBE,SIEM, ,$640.00,"CALLE 1 #310 INT 3 COL INDUSTRIAL PALMARES, 76100",FEB,EMA160930JA5,finanzas@starkend.com.mx,,5540889428,ROCIO LARA,,,COMERCIO,VENTA DE MUEBLES ,,,"CALLE 1 #310 INT 3 COL INDUSTRIAL PALMARES, 76100",,,,,,,,,,afiliado,,,,,,,
62,,2,13/2/2026,14/2/2025,,,,15221,EMPRESA CULTURA SUSTENTABLE,,,"$10,000.00",Transf,,1,SITURBE,MEMBRESIA,PREMIER,"$10,000.00",,,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
63,,2,3/2/2026,4/2/2025,,AF-6476,,14777,TUBERIAS Y VALVULAS DEL NOROESTE,,,"$4,500.00",Transf,,1,MNAVA,MEMBRESIA,EMPRENDEDOR,"$4,500.00","CALZ. AEROPUERTO PNIENTE #9018, COL. NUEVO BACHIGUALATO, CULIACAN, SINALOA. 80135",FEB,TVN7407019H3,egresosqro@tuvanosa.com,,4425003966,SURA ALAMILLA,,,COMERCIO,TUBERIAS,,,,,,,,,,,,,afiliado,,,,,,,
64,,2,5/2/2026,6/2/2025,,AF-6493,,15755,OPERADORA REGEDI,,,"$2,990.00",Transf,1,,MNAVA,MEMBRESIA,EMPRENDEDOR,"$2,990.00","AV. FRAY LUIS DE LEÓN #8051 INT. 503, COL. CENTRO SUR. 076162",FEB,ORE220330TUA,renepoletti@venpol.com.mx,,4422742565,RENE LOYA POLETTI,,,SERVICIOS,COMERCIALIZADORA DE MEZCAL,,,,,,,,,,,,,afiliado,,,,,,,
65,,2,9/2/2026,10/2/2025,,AF-6537,,15759,PRODAR SA DE CV ,,,"$2,150.00",Transf,1,,MNAVA,MEMBRESIA,BASICA,"$2,150.00","CALLE CICUITO DEL MESÓN #168, COL. EL PRADO. 76030",FEB,PRO930830UY1,elidelangel@prodar.com,,4421935490,ELIZABETH DEL ANGEL,,,SERVICIOS,SERVICIOS DE INGENIERIA,,,,,,,,,,,,,afiliado,,,,,,,
66,,2,10/2/2026,11/2/2025,,AF-6566,,14778,RICARDO ISIDRO ZUÑIGA LARA ,,,"$2,300.00",Transf,1,,MNAVA,MEMBRESIA,BASICA,"$2,300.00","CALLE 43 #906 A, COL. LOMAS DE CASA BLANCA. 76080",FEB,ZULR560403LD4,maquinadosindustriales_z@hotmail.com,,4428241810,RICARDO ISIDRO ZUÑIGA,,,SERVICIOS,MAQUINADOS ZUÑIGA,,,,,,,,,,,,,afiliado,,,,,,,
67,,2,11/2/2026,12/2/2025,,AF-6567,,15330,ALEJANDRO REYES IÑIGUEZ,,,"$2,300.00",Transf,,1,MNAVA,MEMBRESIA,BASICA,"$2,300.00","AV. CONSTITUYENTES PONIENTE #124 INT. 11, COL. EL JACAL. 76187",FEB,REIA6802276U0,alejandro@rentadeautosqueretaro.mx,,4422429028,ALEJANDRO REYES IÑIGUEZ,,,SERVICIOS,RENTA DE AUTOS,,,,,,,,,,,,,afiliado,,,,,,,
68,,1,13/1/2026,14/1/2025,,AF-6258,,14718,PROMOTORA MUSICAL SA DE CV,,,$640.00,Efe,1,,MNAVA,SIEM, ,$640.00,"LAGO ZURICH #245 EDIF. PRESA FALEÓN PISO 7, COL. AMPLIACIÓN GRANDA. DELEG. MIGUEL HIDALGO, CDMX. 44529",FEB,PMU940317H14,mixqueretaro@mixup.com,,4422267234,LUIS HERNANDEZ,,,COMERCIO,TIENDA DE MÚSICA,,,MIXUP SCU. PLAZA GALERÍAS,,,,,,,,,,afiliado,,,,,,,
69,,2,5/2/2026,6/2/2025,,AF-6484,,13022,MANHATTAN SKMX S DE RL CV ,,,"$1,200.00",Transf,4,,MNAVA,SIEM, ,$300.00,"BLVD. AEROPUERTO #425 INT. D, COL. FRACCIONES DEL PREDIO SANTA JULIA DE JEREZ. 37290.",FEB,MSK181210PN0,operacionesgto@gestoriag.com,,47779072249,ELIZABETH,,,COMERCIO,VENTA DE CALZADO DEPORTIVO,,,"SKECHERS ZAPATERIAS. SUC. ANTEA, SUC. LA VICTORIA Y SUC. PREMIUM OUTLET",,,,,,,,,,afiliado,,,,,,,
70,,2,5/2/2026,6/2/2025,,AF-6485,,13026,INTER TENIS SA DE CV,,,$900.00,Transf,3,,MNAVA,SIEM, ,$300.00,"BLVD. AEROPUERTO #425 INT. D, COL. FRACCIONES DEL PREDIO SANTA JULIA DE JEREZ. 37290.",FEB,ITE051012PU8,operacionesgto@gestoriag.com,,47779072249,ELIZABETH,,,COMERCIO,VENTA DE CALZADO DEPORTIVO,,,"CHARLY SUC. ANTEA, SUC. LA VICTORIA Y SUC. PREMIUM OUTLET",,,,,,,,,,afiliado,,,,,,,
71,,2,4/2/2026,5/2/2025,,AF-6471,,15747,DISTRIBUIDORES Y VENDEDORES DEL CENTRO,,,$640.00,Efe,1,,MNAVA,SIEM, ,$640.00,"BLVD. MARIANO ESCOBEDO #4812, COL. JARDINES DE JEREZ, 1A SECCIÓN, LEÓN, GTO. 37530",FEB,DVC850325FH5,flepaseoqro@divec-flexi.com,,,CRISTIAN SEQUEDA,,,COMERCIO,VENTA DE CALZADO ,,,FLEXI. SUC. PASEO QRO,,,,,,,,,,afiliado,,,,,,,
72,,2,9/2/2026,10/2/2025,,AF-6538,,15790,UNIDAD MEDICA LA CAPILLA,,,"$1,200.00",Transf,1,,MNAVA,MEMBRESIA,MEMBRESIA SIEM,"$1,200.00","JACARANDAS #31, COL. LOS VIRREYES. 76175",FEB,UMC920305711,despacho.contablegalvan@gmail.com,,4422242581,ANDREA ROJAS,,,SERVICIOS,CONSULTORIOS MEDICOS,,,,,,,,,,,,,afiliado,,,,,,,
73,,2,10/2/2026,11/2/2025,,AF-6564,,14779,SBCBSG COMPANY DE MEXICO,,,"$7,040.00",Transf,10,1,MNAVA,SIEM, ,$640.00,"CALLE SINALOA #914, COL. NUEVO REPUEBLO, MONTERREY, NUEVO LEON. 64700",FEB,SME010913TS3,ghernandez@sallybeauty.com,,8181281715,GERARDO HERNANDEZ,,,COMERCIO,VENTA DE ARTICULOS DE BELLEZA,,,SALLY BEAUTY,,,,,,,,,,afiliado,,,,,,,
74,,2,11/2/2026,12/2/2025,,AF-6598,,15332,MANUFACTURA DE CALZADO FINO SA DE CV,,,$390.00,Efe,,1,MNAVA,SIEM, ,$390.00,"BLVD. ADOLFO LOPEZ MATEOS #2607, FRACC. BARRIO DE GUADALUPE, LEÓN, GTO. 37280",FEB,MCF850801GR3,queretaro3@jp.com.mx,,4421962864,MARCO LOPEZ,,,COMERCIO,VENTA DE CALZADO,,,JEAN PIERRE  SUC. PREMIUM OUTLET,,,,,,,,,,afiliado,,,,,,,
75,,2,11/2/2026,12/2/2025,,AF-6596,,15333,DISTRIBUIDORA LIVERPOOL SA DE CV ,,,$670.00,Efe,,1,MNAVA,SIEM, ,$670.00,"AV. PROLONG. VASCO DE QUIROGA #4800TORRE 6 PISO 3, COL. SANTA FE, DELEG. CUAJIMALPA, CDMX. 05348.",FEB,DLI931201MI9,aocastilloj@liverpool.com.mx,,4428315779,ALDO CASTILLO,,,COMERCIO,VENTA DE ROPA,,,GAP OUTLET. SUC PREMIUM OUTLET,,,,,,,,,,afiliado,,,,,,,
76,,2,17/2/2026,18/2/2025,,,,15367,PLAN PREVISOR HERNANDEZ DE QUERETARO,,,"$6,900.00",Transf,,1,NESTRADA,MEMBRESIA,MEMBRESIA SIEM,"$6,900.00","CALLE EZEQUIEL MONTES NORTE  #23-B, Centro, 76000",,PPH0811014L2,vinculacion.gfh@gmail.com,,4428623542,Sophia Olalde ,,,SERVICIOS,SERVICIOS FUNERARIOS,,,,,,,,,,,,,afiliado,,,,,,,
77,,2,29/12/1900,,,RED-1862,,15718,CLUTCH Y BALATAS DE QUERETARO,,,"$2,500.00",Transf,1,,MORTEGA,MEMBRESIA,MEMBRESIA SIEM,"$2,500.00","13 DE SEPTIEMBRE #12, COL LAS CAMPANAS, QUERETARO, QRO. ",FEB,CBQ850729J89,cbqlu_satelite@hotmail.com,,4422980150,,,,SERVICIOS,SERVICIOS CLUTCH Y BALATAS,,,"13 DE SEPTIEMBRE #12, COL LAS CAMPANAS, QUERETARO, QRO. ",,,,,,,,,,afiliado,,,,,,,
1,,2,3/2/2026,4/2/2025,,AF-6480,,13419,PRODUCTOS FINOS EN REPOSTERIA SA,,,"$23,988.00",Transf,12,,MORTEGA,MEMBRESIA,BASICA,"$1,999.00","CARR. CAMPO MILITAR #121, RESIDENCIAL LAS FUENTES, QUERETARO, QRO., 76147",FEB,PFR950119CR9,eduardo.ol@antarespasteleria.com,,4461697580,EDUARDO,,,COMERCIO,PASTELERIA,,,,,,,,,,,,,afiliado,,,,,,,
2,,2,31/1/2026,1/2/2025,,AF-6533,,15424,NUEVA ELEKTRA DEL MILENIO SA DE CV,,,"$74,750.00",Transf,25,,MORTEGA,MEMBRESIA,EMPRENDEDOR,"$2,990.00","AV. F.C. DE RIO FRIO #419 COL. INT BW, CUCHILLA DEL MURAL IZTAPALAPA, CDMX",FEB,ECE9610253TA,hector179@bancoazteca.com,,,LIC. HECTOR R.,,,SERVICIOS,"SERVICIOS BANCARIOS Y COMERCIO, ELEKTRA",,,,,,,,,,,,,afiliado,,,,,,,
3,,2,31/1/2026,1/2/2025,,AF-6531,,15423,BANCO AZTECA SA INSTITUCION DE BANCA,,,"$11,960.00",Transf,4,,MORTEGA,MEMBRESIA,EMPRENDEDOR,"$2,990.00","AV. F.C. DE RIO FRIO #419 COL. INT A10 INDUSTRIAL DEL MURAL IZTAPALAPA, CDMX",FEB,BAIO205236Y8,hector179@bancoazteca.com,,,LIC. HECTOR R.,,,SERVICIOS,SERVICIOS BANCARIOS,,,,,,,,,,,,,afiliado,,,,,,,
4,,2,17/2/2026,18/2/2025,,,,15367,PLAN PREVISOR HERNANDEZ DE QUERETARO,,,"$6,900.00",Transf,,1,NESTRADA,MEMBRESIA,VISIONARIO,"$6,900.00","CALLE EZEQUIEL MONTES NORTE  #23-B, Centro, 76000",FEB,PPH0811014L2,vinculacion.gfh@gmail.com,,4428623542,Sophia Olalde ,,,SERVICIOS,SERVICIOS FUNERARIOS,,,"CALLE EZEQUIEL MONTES NORTE  #23-B, Centro, 76000",,,,,,,,,,afiliado,,,,,,,
5,,2,9/2/2026,10/2/2025,,AF-6707,,15166,RH MEXICO SIMULATION AND TRAINING SA DE CV,,,"$3,700.00",Transf,1,,LGONZALEZ,MEMBRESIA,EMPRENDEDOR,"$3,700.00","PRIV. DE LOS INDUSTRIALES 111, 202 JURICA, 76100",FEB,RMS140707KA0,cesar.chavez@rheinmetall-americas.com,,4421031600,Lic. Cesar Oscar Chavez,,,SERVICIOS,SERVICIOS DE TECNOLOGIA,,,,,,,,,,,,,afiliado,,,,,,,
6,,2,9/2/2026,10/2/2025,,AF-6593,,15664,OMEGA TOOL CANADA DE MEXCIO,,,"$5,500.00",Transf,1,,LGONZALEZ,MEMBRESIA,PYME,"$5,500.00","AV. INDUSTRIAL DE LA TRANSFORMACION, QUERETARO, QRO. 76974",FEB,ATC131125BL4,facturas@omegatoolcorp.com,,4424337709,MARISOL MORENO,,,SERVICIOS,INYECCIÓN DE PLASTICO,,,,,,,,,,,,,afiliado,,,,,,,
7,,2,5/2/2026,6/2/2025,,AF-6628,,15655,VAQCSA CORREGIDORA S.A.P.I DE CV,,,"$4,900.00",Transf,1,,LGONZALEZ,MEMBRESIA,EMPRENDEDOR,"$4,900.00","PASEO CONSTITUYENTES 1075, EL POCITO, CORREGIDORA, QRO. 76902",FEB,VCO160727BC0,aux.contable@vw-queretarocorregidora.com.mx,,4425381700/4421098512,LIC. VERONICA GUTIERREZ,,,COMERCIO,CONCESIONARIA AUTOS,,,,,,,,,,,,,afiliado,,,,,,,
8,,2,5/2/2026,6/2/2025,,AF-6594,,15656,SHUKA FOODS SAPI DE CV,,,"$3,500.00",Transf,1,,LGONZALEZ,MEMBRESIA,EMPRENDEDOR,"$3,500.00","AV. PASEO DE LA CONSTITUCION 9-F, QUERETARO, QRO, 76148",FEB,SFO180328N30,ventas@benji.com,,4421711483,LIC. ALICIA,,,COMERCIO,ALIMENTOS VEGANOS,,,,,,,,,,,,,afiliado,,,,,,,
9,,2,19/2/2026,20/2/2025,,PG-493,,15476,YOLIAN WO,,,$300.00,Efe,,1,IRUIZ,SIEM, ,$300.00,"AV. PROL CANDILES INT 7, PLAZA CANDILES",FEB,-,-,,37560119/37775601119,LUCERO HERNANDEZ,,,COMERCIO,ALIMENTOS PREPARADOS,,,COMIDA CHINA EXPRESS,,,,,,,,,,afiliado,,,,,,,
10,,1,28/1/2026,29/1/2025,,PG-493,,15472,CLAUDIA CECILIA UGALDE ALMADA,,,$300.00,Efe,,1,IRUIZ,SIEM, ,$300.00,"PRIVADA IGNACIO ZARGOZA 16-A, COL. CENTRO,76000",ENE,UAAC8101205X8,ccua81@yahoo.com,,4422420907,CLAUDIA UGALDE,,,SERVICIOS,MEDICO,,,,,,,,,,,,,afiliado,,,,,,,
11,,2,16/2/2026,17/2/2025,,PG-493,,15211,GUILLERMO TREJO MARTINEZ,,,$300.00,Efe,,1,IRUIZ,SIEM, ,$300.00,"CARRIZAL 100, EL CARRIZAL76030",FEB,-,guillermo.trejo125@gmail.com,,4424761361,GUILLERMO TREJO ,,,SERVICIOS,SERVICIO ELECTRICO,,,,,,,,,,,,,afiliado,,,,,,,
12,,2,16/2/2026,17/2/2025,,PG-493,,15248,ALIZZETT RODRIGUEZ CARREÑO,,,$300.00,Efe,,1,IRUIZ,SIEM, ,$300.00,IGNACIO ZARAGOZ #31E,FEB,ROCA910503RW3,alifis91@hotmail.com,,4422241791,ALIZZETT,,,COMERCIO,LENCERÍA,,,,,,,,,,,,,afiliado,,,,,,,
13,,2,19/2/2026,20/2/2025,,AF-6731,,15251,PPS TECNICO SA DE CV,,,$600.00,Efe,,1,IRUIZ,SIEM, ,$600.00,"IGNACIO PEREZ SUR #28, COL. CENTRO, 76000",FEB,PTE070626RQ2,javier.lopez@ppsservice.net,,4423540768,-,,,SERVICIOS,SERVICIOS DE CONTABILIDAD Y AUDITORÍA,,,,,,,,,,,,,afiliado,,,,,,,
14,,2,29/12/1900,,,AF-6730,,15479,ARTURO ARELLANO,,,"$2,990.00",Transf,,1,IRUIZ,MEMBRESIA,EMPRENDEDOR,"$2,990.00","CALLE OMETECUITL#408, MOVIMIENTO OBRERO",FEB,AEBA880521MN3,facturasdelbajio88@gmail.com,,-,ARTURO ARELLANO,,,COMERCIO,TORTILLERÍA,,,,,,,,,,,,,afiliado,,,,,,,
15,,1,24/1/2026,25/1/2025,,AF-6475,,14380,INTEGRANDO OPCIONES LABORALES SA DE CV,,,$640.00,Transf,,1,IRUIZ,SIEM, ,$640.00,"IGNACIO PEREZ SUR 28, INT. 216, COL. EL CARRIZAL. 76030",ENE,IOL120812113,integrandoopciones@gmail.com,,4425435051,GUADALUPE CASTILLO,,,SERVICIOS,SERVICIOS OCNTABLES,,,,,,,,,,,,,afiliado,,,,,,,
16,,11,7/11/2025,8/11/2024,,AF-6474,,12348,INTERNATIONAL HOUSE QUERETARO,,,$640.00,Depósito,,1,IRUIZ,SIEM, ,$640.00,"AV TECNOLOGICO #100, 2DO PISO ",NOV,IHQ060928TC7,auxcontabilidad.queretaro@ihmexico.com,,4423378421,MARIA GUADALUPE MAYA,,,SERVICIOS,SERVICIO DE CONSULTORIA Y TECNICO,,,,,,,,,,,,,afiliado,,,,,,,
17,,2,10/2/2026,11/2/2025,,AF-6586,,15203,QUARDER DE MEXICO S.A DE C.V,,,"$10,000.00",Transf,1,,IRUIZ,MEMBRESIA,PREMIER,"$10,000.00","CARR. ESTATAL 431 KM2200, PARQUE TECNOLOGICO INNOVACION, 76246",FEB,QME061019HR7,sgalvan@quader.mx,,4425928219,C.P. SERGIO GALVAN,,,SERVICIOS,FABRICACIÓN POR INYECCIÓN DE AUTO PARTES DE PLÁSTICO,,,,,,,,,,,,,afiliado,,,,,,,
18,,2,17/2/2026,18/2/2025,,AF-6688,,13092,SERVIGAS HACIENDA EL JACAL,,,$640.00,TD,1,,IRUIZ,SIEM, ,$640.00,"LIBRAMIENTO SUR PONIENTE #1100 KM43830, SANTA ROSA JAUREGUI, 76220",FEB,SHJ1410274T0,egresos@pactum.com.mx,,4421102245,KARLA CASTRO,,,SERVICIOS,GASOLINERA,,,,,,,,,,,,,afiliado,,,,,,,
19,,2,9/2/2026,10/2/2025,,AF-6585,,15202,"OMEGA TOOL CANADA DE MEXICO, S. de R.L. de C.V.",,,"$5,500.00",Transf,1,,IRUIZ,MEMBRESIA,PYME,"$5,500.00","AV. INDUSTRIA DE LA TRANSFORMACIÓN, QUERATARO, QRO.76974",FEB,OTC131125BL4,facturas@omegatoolcorp.com,,442433770*,MARISOL MORENO,,,SERVICIOS,INYECCION DE PLASTICO,,,,,,,,,,,,,afiliado,,,,,,,
20,,2,17/2/2026,18/2/2025,,AF-6701,,13481,PROMINENT FLUID CONTROLS DE MEXICO,,,"$7,500.00",Transf,1,,IRUIZ,MEMBRESIA,VISIONARIO,"$7,500.00","ANILLO VIAL FRAY JUNIPERO SERRA #16950, PASEOS DEL PEDREGAL.76148",FEB,PFC960325U48,ugalde.alejandra@prominente.com,,4424796813,ALEJANDRA UGALDE,,,SERVICIOS,REPARACION Y MANTENIMIENTO DE MAQUINARIA,,,,,,,,,,,,,afiliado,,,,,,,
